incident_number,date_time_of_call,cal_year,fin_year,type_of_incident,pump_count,pump_hours_total,hourly_notional_cost,incident_notional_cost,final_description,animal_group_parent,originof_call,property_type,property_category,special_service_type_category,special_service_type,ward_code,ward,borough_code,borough,stn_ground_name,uprn,street,usrn,postcode_district,easting_m,northing_m,easting_rounded,northing_rounded,latitude,longitude,dist,time
78905121.0,19/07/2012 17:11,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,CAT WITH HEAD STUCK IN HOLE,Cat,Person (land line),Small refuse/rubbish container,Outdoor Structure,Other animal assistance,Assist trapped domestic animal,E05000449,New Cross,E09000023,Lewisham,Deptford,100022000000.0,Sterling Gardens,22000975.0,SE14,536106.0,177476.0,536150,177450,0.46562054060515307,0.566313157778127,0.3366698308432072,17
78996121.0,19/07/2012 20:10,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,SMALL ANIMAL RESCUE,Unknown - Domestic Animal Or Pet,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000098,Queens Park,E09000005,Brent,North Kensington,10091060895.0,Harvist Road,20201304.0,NW6,524031.0,183105.0,524050,183150,0.6024365020117963,0.3492723930758223,0.3344111660815184,20
79774121.0,21/07/2012 11:39,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED IN DRAIN,Cat,Person (land line),Church/Chapel,Non Residential,Other animal assistance,Assist trapped domestic animal,E05000487,Little Ilford,E09000025,Newham,Ilford,46254140.0,Romford Road,22208082.0,E12,542597.0,185811.0,542550,185850,0.6535457578730818,0.6885689962984506,0.4778839702270895,11
80938121.0,23/07/2012 10:17,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,DOG STUCK IN FENCE,Dog,Person (mobile),Fence,Outdoor Structure,Other animal assistance,Animal harm involving domestic animal,E05011480,Selsdon & Addington Village,E09000008,Croydon,Addington,200001000000.0,Queenhill Road,20502285.0,CR2,534715.0,162461.0,534750,162450,0.12052720909794407,0.5338256738508462,0.471411884661383,10
82564121.0,25/07/2012 18:09,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,CROW TRAPPED ON AERIAL,Bird,Person (land line),Purpose built office,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000408,Grove,E09000021,Kingston upon Thames,Surbiton,128035648.0,High Street,21800505.0,KT1,517796.0,168855.0,517750,168850,0.27749275453093775,0.22977622064662032,0.5305581655200433,18
85085121.0,29/07/2012 14:32,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,ASSIST RSPCA WITH KITTEN STUCK IN TREE - NOT TRAPPED,Cat,Person (land line),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000320,St. Andrew's,E09000016,Havering,Hornchurch,100021000000.0,Abbs Cross Gardens,21300186.0,RM12,553417.0,187019.0,553450,187050,0.6741030946262865,0.8862270102598632,0.6267863926410656,14
85461121.0,30/07/2012 10:09,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,DOG TRAPPED INBETWEEN WALL AND SHED,Dog,Person (land line),Private garage,Non Residential,Other animal assistance,Assist trapped domestic animal,E05011233,West Heath,E09000004,Bexley,Bexley,100020000000.0,Brixham Road,20100203.0,DA16,547702.0,177025.0,547750,177050,0.4477790000730924,0.7768714253288526,0.5357121316528086,10
86236121.0,31/07/2012 21:58,2012,2012/13,Special Service,1.0,2.0,260,0.09724770642201835,CAT STUCK IN TREE,Cat,Person (mobile),Woodland/forest - conifers/softwood,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000424,Knight's Hill,E09000022,Lambeth,West Norwood,100023000000.0,Knollys Road,21900820.0,SW16,531396.0,172455.0,531350,172450,0.35278686964431705,0.4783294817050966,0.2961531309981304,21
87529121.0,03/08/2012 17:44,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,DOG TRAPPED UNDER FENCE,Dog,Person (mobile),Fence,Outdoor Structure,Other animal assistance,Animal assistance involving domestic animal - Other action,E05011100,Dulwich Village,E09000028,Southwark,Brixton,200003000000.0,Casino Avenue,22500457.0,SE24,532527.0,174938.0,532550,174950,0.4093217185680123,0.500045130277909,0.2878303910291524,17
90385121.0,09/08/2012 16:38,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,Redacted,Dog,Person (mobile),River/canal,Outdoor,Animal rescue from water,Animal rescue from water - Domestic pet,E05000039,Thames,E09000002,Barking and Dagenham,Barking,100043997.0,Kingsbridge Road,19900516.0,IG11,544866.0,182952.0,544850,182950,0.5862014364617781,0.7283973154460219,0.4833579998303551,16
91465121.0,11/08/2012 15:23,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,CAT STUCK IN TREE,Cat,Person (mobile),Hedge,Outdoor,Other animal assistance,Animal assistance involving domestic animal - Other action,E05000371,Finsbury Park,E09000019,Islington,Holloway,5300081977.0,Seven Sisters Road,21603790.0,N7,531005.0,186442.0,531050,186450,0.6752878439666816,0.47778266079260756,0.2645578254370868,15
92492121.0,13/08/2012 10:25,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED IN SHUTTERS,Cat,Person (mobile),"Takeaway, fast food",Non Residential,Other animal assistance,Assist trapped domestic animal,E05000229,Woolwich Common,E09000011,Greenwich,Plumstead,100023000000.0,Woolwich New Road,20801651.0,SE18,543634.0,178703.0,543650,178750,0.4891193682006748,0.7037936145777907,0.461533607660374,10
92598121.0,13/08/2012 14:29,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,CAT FALLEN FROM WINDOW INTO SUB LEVEL RECESS,Cat,Person (land line),Hedge,Outdoor,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05009317,Bethnal Green,E09000030,Tower Hamlets,Bethnal Green,6211693.0,Meath Crescent,22702470.0,E2,535809.0,182738.0,535850,182750,0.5870375038928658,0.5634723655721985,0.321563802378321,14
92681121.0,13/08/2012 17:10,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,Redacted,Cat,Person (mobile),Other outdoor structures,Outdoor Structure,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000365,Turnham Green,E09000018,Hounslow,Chiswick,100022000000.0,Chiswick High Road,21502481.0,W4,520931.0,178515.0,520950,178550,0.4983937429441506,0.2908535878309448,0.3833818631599551,17
93072121.0,14/08/2012 11:13,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED IN DRAIN,Cat,Person (land line),Single shop,Non Residential,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05009374,Hackney Wick,E09000012,Hackney,Homerton,100023000000.0,Well Street,20901058.0,E9,535538.0,184578.0,535550,184550,0.6295962076330004,0.5594345358841557,0.3417696080695356,11
95971121.0,19/08/2012 17:48,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,PREGNANT CAT TRAPPED BEHIND SHED,Cat,Person (mobile),Outdoor storage,Outdoor Structure,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000440,Catford South,E09000023,Lewisham,Lee Green,100022000000.0,Minard Road,22001714.0,SE6,539108.0,173123.0,539150,173150,0.3634605869326637,0.61872634786446,0.4412305168503158,17
96977121.0,21/08/2012 10:05,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,ASSIST RSPCA WITH CAT IN TREE,Cat,Person (land line),Playground/Recreation area (not equipment),Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05009375,Haggerston,E09000012,Hackney,Shoreditch,100023000000.0,Haggerston Road,20900480.0,E8,533857.0,183697.0,533850,183650,0.6103267890439208,0.5284078715299473,0.2910829916020509,10
99536121.0,25/08/2012 16:05,2012,2012/13,Special Service,1.0,2.0,260,0.09724770642201835,HORSE STUCK IN WATER,Horse,Other FRS,Woodland/forest - conifers/softwood,Outdoor,Animal rescue from water,Animal rescue from water - Farm animal,E05000312,Harold Wood,E09000016,Havering,Harold Hill,100021000000.0,Harold Court Road,21301257.0,RM3,555956.0,190963.0,555950,190950,0.7631685299398934,0.9346684933493827,0.6826034764048626,16
101699121.0,29/08/2012 16:20,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED IN PIPE,Cat,Person (mobile),Pre School/nursery,Non Residential,Other animal assistance,Assist trapped domestic animal,E05000617,Latchmere,E09000032,Wandsworth,Battersea,10033238938.0,Winstanley Road,22906291.0,SW11,526778.0,175685.0,526750,175650,0.4299066934902148,0.39590966552986684,0.300881940302167,16
101960121.0,30/08/2012 08:55,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,PIDEON TRAPPED IN SHOP,Bird,Person (land line),Large supermarket,Non Residential,Other animal assistance,Assist trapped wild animal,E05000363,Osterley and Spring Grove,E09000018,Hounslow,Heston,100023000000.0,Syon Lane,21501106.0,TW7,516041.0,177649.0,516050,177650,0.4810617138520769,0.20155580159019917,0.4737422252660194,8
102177121.0,30/08/2012 17:17,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,FERRETT STUCK IN CAGE,Ferret,Person (land line),Animal harm outdoors,Outdoor,Other animal assistance,Assist trapped domestic animal,E05000594,Endlebury,E09000031,Waltham Forest,Chingford,200001000000.0,The Ridgeway,22870050.0,E4,538189.0,194183.0,538150,194150,0.849232454973694,0.612466453920133,0.4944234480685599,17
102198121.0,30/08/2012 18:06,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,FOX TRAPPED BEHIND WALL,Fox,Person (mobile),Other outdoor location,Outdoor,Other animal assistance,Animal assistance involving wild animal - Other action,E05009372,Hackney Central,E09000012,Hackney,Homerton,10008239077.0,Ashanti Mews,20901862.0,E8,535019.0,185165.0,535050,185150,0.6434389307094975,0.5502698429586841,0.3390438570450805,18
104314121.0,03/09/2012 14:06,2012,2012/13,Special Service,1.0,2.0,260,0.09724770642201835,Redacted,Cat,Person (land line),Animal harm outdoors,Outdoor,Other animal assistance,Assist trapped domestic animal,E05000488,Manor Park,E09000025,Newham,Stratford,46033810.0,Halley Road,22208155.0,E12,542058.0,185054.0,542050,185050,0.6364543192984295,0.6783692313664875,0.4622038597848384,14
105551121.0,05/09/2012 20:09,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,BIRD OF PREY TRAPPED IN TREE - CALLED BY RSPCA,Bird,Person (land line),Animal harm outdoors,Outdoor,Other animal assistance,Assist trapped wild animal,E05000111,Chislehurst,E09000006,Bromley,Sidcup,100023000000.0,Perry Street,20303525.0,BR7,545117.0,170752.0,545150,170750,0.30497693943478604,0.7266392001988046,0.5503828194993003,20
108338121.0,10/09/2012 09:24,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED ON GLASS ROOF,Cat,Person (mobile),Medical/health centre,Non Residential,Other animal assistance,Animal harm involving domestic animal,E05000491,Royal Docks,E09000025,Newham,Plaistow,10008991177.0,Saville Road,22201035.0,E16,542243.0,180126.0,542250,180150,0.522803425112645,0.6792260800829719,0.4247669902428832,9
108850121.0,11/09/2012 07:17,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,KITTEN TRAPPED IN MESH FENCE,Cat,Person (mobile),Domestic garden (vegetation not equipment),Outdoor,Other animal assistance,Assist trapped domestic animal,E05000318,Rainham and Wennington,E09000016,Havering,Wennington,100021000000.0,East Close,21300758.0,RM13,552779.0,182281.0,552750,182250,0.5654037142981381,0.8720162568240092,0.5824212693574999,7
109597121.0,12/09/2012 17:44,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,BIRD TRAPPED IN WIRE,Bird,Person (land line),Converted office,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000375,Holloway,E09000019,Islington,Holloway,5300067545.0,North Road,21600648.0,N7,530421.0,185043.0,530450,185050,0.643401421765864,0.4664913585825789,0.2204890927007557,17
110007121.0,13/09/2012 16:07,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED BETWEEN WALLS,Cat,Person (mobile),Other outdoor structures,Outdoor Structure,Other animal assistance,Assist trapped domestic animal,E05000324,Barnhill,E09000017,Hillingdon,Southall,100021000000.0,Uxbridge Road,21402032.0,UB4,510285.0,181258.0,510250,181250,0.5671789923456836,0.09830168976092779,0.5447497003211681,16
111844121.0,16/09/2012 13:09,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,ASSIST RSPCA WITH CAT STUCK ON ROOF,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000275,Noel Park,E09000014,Haringey,Tottenham,100021000000.0,Moselle Avenue,21104826.0,N22,531319.0,190372.0,531350,190350,0.7656469917173423,0.4853550492290788,0.3335101227849062,13
114508121.0,21/09/2012 04:29,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,FOX STUCK ON THE THAMES,Fox,Person (mobile),River/canal,Outdoor,Other animal assistance,Assist trapped wild animal,E05011117,Surrey Docks,E09000028,Southwark,Deptford,200003000000.0,Rotherhithe Street,22502127.0,SE16,536589.0,180263.0,536550,180250,0.5295336525601613,0.576456170684525,0.3105596400049399,4
115373121.0,22/09/2012 18:30,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,BIRD WITH FOOT TRAPPED IN WIRE,Bird,Person (land line),Shopping Centre,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000200,Grange,E09000010,Enfield,Enfield,207199200.0,The Town,20703007.0,EN2,532851.0,196541.0,532850,196550,0.906856293904603,0.5162333885023589,0.4367495987405204,18
116304121.0,24/09/2012 13:09,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,CAT STUCK IN A FALSE CEILING,Cat,Person (land line),Single shop,Non Residential,Other animal assistance,Assist trapped domestic animal,E05000268,Bruce Grove,E09000014,Haringey,Tottenham,100023000000.0,High Road,21106680.0,N17,533815.0,190182.0,533850,190150,0.7597633947116954,0.5307572949817412,0.3806250871921157,13
116554121.0,24/09/2012 22:49,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED IN CABLING,Cat,Person (mobile),Warehouse,Non Residential,Other animal assistance,Animal assistance involving domestic animal - Other action,E05000558,Carshalton Central,E09000029,Sutton,Sutton,5870047176.0,Westmead Road,22602747.0,SM1,526772.0,164600.0,526750,164650,0.17449219543487163,0.39079843733273606,0.4406790657610096,22
117257121.0,26/09/2012 13:41,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,DOG FALLEN INTO DISUSED BASEMENT AREA,Dog,Person (mobile),Other building/use not known,Non Residential,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05009327,Mile End,E09000030,Tower Hamlets,Poplar,6047613.0,Commercial Road,22700346.0,E14,536778.0,181154.0,536750,181150,0.5499447223800963,0.5803305139638822,0.3198137504861245,13
117418121.0,26/09/2012 20:51,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED ON ROOF,Cat,Person (land line),Single shop,Non Residential,Other animal assistance,Assist trapped domestic animal,E05000264,Town,E09000013,Hammersmith and Fulham,Fulham,34073015.0,Jerdan Place,21000466.0,SW6,525204.0,177272.0,525250,177250,0.4673712058120268,0.3680097073224294,0.3130549760026161,20
121929121.0,06/10/2012 10:01,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,CAT STUCK DOWN DRAIN,Cat,Person (land line),Animal harm outdoors,Outdoor,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000290,Harrow Weald,E09000015,Harrow,Stanmore,100021000000.0,Dromey Gardens,21201466.0,HA3,515693.0,191288.0,515650,191250,0.7955302876259059,0.20088891033915413,0.5519134171226506,10
124173121.0,11/10/2012 11:01,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,ASSIST RSPCA WITH CAT IN TREE,Cat,Person (land line),Woodland/forest - broadleaf/hardwood,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05011238,Churchfields,E09000026,Redbridge,Woodford,100022000000.0,High Road,22305476.0,IG8,539853.0,191379.0,539850,191350,0.7835813944461291,0.6414035192031353,0.4916860034615629,11
128690121.0,20/10/2012 17:25,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,DOG WITH HEAD STUCK IN  GARDEN WALL,Dog,Person (mobile),Animal harm outdoors,Outdoor,Other animal assistance,Assist trapped domestic animal,E05000314,Heaton,E09000016,Havering,Harold Hill,100021000000.0,Heaton Avenue,21301268.0,RM3,552743.0,191328.0,552750,191350,0.7738326584757421,0.8763190231983752,0.6510886099449185,17
130010121.0,23/10/2012 11:34,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,DOG TRAPPED BETWEEN GARAGES,Dog,Person (mobile),Private Garden Shed,Non Residential,Other animal assistance,Assist trapped domestic animal,E05000484,Forest Gate South,E09000025,Newham,Stratford,46017134.0,Clova Road,22207664.0,E7,539883.0,185010.0,539850,185050,0.6368338954504431,0.6387507365566805,0.4271038421742452,11
133461121.0,30/10/2012 12:26,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,HORSE STUCK IN TRENCH,Horse,Person (land line),Animal harm outdoors,Outdoor,Other animal assistance,Animal assistance - Lift heavy domestic animal,E05000318,Rainham and Wennington,E09000016,Havering,Wennington,100021000000.0,The Green,21300794.0,RM13,554148.0,180847.0,554150,180850,0.5314174065752235,0.8961295679440224,0.5905693761108844,12
133941121.0,31/10/2012 14:18,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,DOG WITH HEAD STUCK IN GATE,Dog,Person (land line),Animal harm outdoors,Outdoor,Other animal assistance,Animal harm involving domestic animal,E05011229,St. Mary's & St. James,E09000004,Bexley,Sidcup,10011862998.0,Davis Way,20101866.0,DA14,548068.0,170876.0,548050,170850,0.30587820525524245,0.7802745610597918,0.5873912716409704,14
134541121.0,01/11/2012 16:19,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,ASSIST RSPCA WITH CAT TRAPPED IN TREE,Cat,Person (mobile),Animal harm outdoors,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000059,Totteridge,E09000003,Barnet,Barnet,200071628.0,Lawrence Campe Close,20026120.0,N20,526801.0,193427.0,526850,193450,0.8386878269069078,0.4043977137788963,0.4004248980770302,16
137065121.0,06/11/2012 02:28,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,DOG WITH HEAD STUCK IN RAILINGS,Dog,Police,Railings,Outdoor Structure,Other animal assistance,Assist trapped domestic animal,E05011222,Crayford,E09000004,Bexley,Bexley,100020000000.0,Old Road,20101070.0,DA1,551045.0,175066.0,551050,175050,0.4003900007155696,0.8365714676176133,0.5939114538380229,2
